product_name,product_review,user_rating
Kentucky Brunch Brand Stout,"Rated by michalpingwin 4.41 /5 rDev -8.7% look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4 |  overall: 4.5 Good Mar 25, 2025 Report",4.41
V.S.O.J.,"Reviewed by Sandis from Minnesota 4.75 /5 rDev +1.5% look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 |  overall: 4.75 12/28/2021:  Poured from a 12oz can into a stemless wine glass.  One of the best barleywines I've tasted.  Mouthfeel and flavor are tremendous. Thanks to Josh for the share. Jan 11, 2022 Report",4.75
V.S.O.J.,"Reviewed by MacMalt from New Jersey 4.64 /5 rDev -0.9% look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 |  overall: 4.75 I received a can of this famous Barleywine from @fbarber in the NBS BIF #14.  Can dated 6/29/2021. Poured into a Revolution Deep Wood Series glass also received from Mr. Barber.  It pours a deep cola color with a fizzy, light khaki-colored head that dissipated quickly. It boasts a great Barleywine smell with toffee, brown sugar, raisin, plum, tobacco smoke, oak, and subtle but discernible bourbon.  The taste is ridiculous! It's particularly fruity with lots of raisin, plum, and fig, along with loads of brown sugar and toffee, oaky char, tobacco, and a strong, hot bourbon presence.  There is little bitterness. The tastes really pop; it's incredibly flavorful.  Its mouthfeel is rich and creamy with appropriate and pleasant carbonation, and there's no escaping the 15% ABV; you can feel the alcohol burn.  Overall, V.S.O.J is simply exquisite; one of the best English Barleywines I've had the pleasure to drink. Jan 07, 2022 Report",4.64
V.S.O.J.,"Rated by LloydDobler from Indiana 4.8 /5 rDev +2.6% look: 4.25 | smell: 4.75 | taste: 5 | feel: 4.5 |  overall: 4.75 2018 Dec 30, 2021 Report",
V.S.O.J.,"Reviewed by Whyteboar from Michigan 4.74 /5 rDev +1.3% look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 |  overall: 5 Received courtesy of @ovaltine in NBW BIF#14 Poured dark reddish brown with minimal head that dissipated quickly, no discernible foam either, but continuous bubbles appear from the depths of the glass. The aroma was bourbon and malts, taste is almost sweet but isn’t, not sure how that happens.  Figs, raisins, plums all swirling in the bourbon. The taste rather follows, just more intense, amazing flavors and the 15% ABV is well hidden.  Really, really good. The feel is viscous enough to carry the weight of the flavors without being cloying.  Great sipper! OA, I think I need to find this whenever it shows up and get some. Dec 26, 2021 Report",4.74
V.S.O.J.,"Reviewed by JohnnyHopps from Indiana 5 /5 rDev +6.8% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 Appearance - The beer poured a golden copper color with a small collection of bubbles topping the poor. Smell - The nose was sweet. Notes of caramel and earthy malts came before the booze. Taste - Oh my! Caramel lead the way, followed by leather and mild bourbon. The booze was so perfectly balanced that it took nothing away from the base beer. This is an example of a beer that slept well in barrels. The profile was modestly warming but certainly did not burn. Mouthfeel - The body was thick but not cloying. It lingered just long enough to have me wanting more. Overall - This was a fantastic beer. Dec 11, 2021 Report",
CBS (Canadian Breakfast Stout),"Reviewed by DraftMonger from Denmark 4.46 /5 rDev -3.9% look: 3 | smell: 4.5 | taste: 4.5 | feel: 5 |  overall: 4.5 Copenhagen 30/4 2020. 35,5 cl bottle from Meny, Rotunden Hellerup. A rearing horse on the label (seems to have lost his Canadian Mountie). Pours opaque, dark brown with a small beige head. Settles as thin layer of foam struggling to cover the surface of the beer. Clinging to the sides of the glass. Moderate lacing. Aroma is intense with a strong sweet, sugary, odor with a woody, boozy touch. Chocolate, brown sugar, molasses, syrup. Sharp odor of dark booze bending in. Hints of light bitter coffee odor. Medium strong carbonation Thick, viscous, smooth, tingling texture. Favor is intense with a strong sweetness followed by a medium strong bitterness. Aftertaste is sweet with a light bitter undercurrent. Finish has a boozy burn. Tasty, sweet boozer. Apparently the Canadians start out the day in a delicious buzz. Sep 02, 2025 Report",4.46
CBS (Canadian Breakfast Stout),"Reviewed by LesDewitt4beer from Minnesota 4.67 /5 rDev +0.6% look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.75 |  overall: 4.5 12 oz bottle shared with fellow advocates in Green Bay, WI 2025. Positively one of if not the best tasting Stout I've ever had. It is breakfast-like in ways. Burned toast, maple syrup, perfectly roasted and darkened malts, bourbon, brown bread, coffee. It is only lightly sweet and there are subtle hop hints. It is medium-rich. Maple lingers. Silky smooth feel with a long smooth lightly drying finish. Overall it has superb balance and tastes. World-Class. Jul 20, 2025 Report",4.67
CBS (Canadian Breakfast Stout),"Reviewed by Falcon91Wolvrn03 from California 4.59 /5 rDev -1.1% look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 |  overall: 4.5 Appearance – A super dark black that lets no light through. A decent, tan head that doesn't last too long. Smell – Maple, molasses, and bourbon.  Just a hint of coffee and chocolate, but nowhere near the amount on the KBS. Taste – Maple and molasses, but the bourbon, coffee and chocolate flavors seem subdued compared to the KBS.  I honestly prefer the KBS. Mouthfeel – Has a nice creamy mouthfeel, which is very pleasant for the style. Overall – Though this is a great stout, I was a bit disappointed based on the current score, given I prefer the KBS. Mar 17, 2025 Report",4.59
CBS (Canadian Breakfast Stout),"Reviewed by Sinfull from New York 4.89 /5 rDev +5.4% look: 5 | smell: 4.75 | taste: 5 | feel: 5 |  overall: 4.75 Black, with big, beige head. Chocolate, coffee, bourbon,  vanilla, and a hint of maple syrup in the aroma. Perfectly balanced taste. Moderate sweetness with some roasted and bourbon bitterness. Smooth and super drinkable. Feb 26, 2025 Report",4.89
CBS (Canadian Breakfast Stout),"Reviewed by rhamning from Ohio 4.89 /5 rDev +5.4% look: 5 | smell: 4.75 | taste: 5 | feel: 5 |  overall: 4.75 Balanced, smooth, maple, coffee. I can’t give this a 5 because that would mean there will never be a stout that I think is better. So , I won’t give it a 5. But, …. Wow! As close to perfection as I can imagine. Feb 01, 2025 Report",4.89
CBS (Canadian Breakfast Stout),"Reviewed by CBlack85 from South Carolina 4.66 /5 rDev +0.4% look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.5 |  overall: 4.5 On tap at the Vault Bottle Shop. Served in a snifter. The beer is completely black with a big dark tan/khaki head that slowly recedes leaving behind bits of lacing. The aroma is chocolate, caramel, coffee, and bourbon. There are also notes of maple syrup and vanilla, though not nearly as strong on the maple as I was expecting. The flavor is roasted malts, caramel, coffee, cocoa, and to a lesser degree maple and vanilla. The bourbon is noticeable, but not overdone.  Full bodied and well carbonated, very easy to drink and very smooth. Overall, this is a terrific beer. I was a bit apprehensive at first as I am not a huge fan of maple syrup, and so many breweries that make a maple stout are far too heavy handed with it, but Founders seems to show just enough restraint to make this a very good beer without hitting you over the head with it! Jan 09, 2025 Report",4.66
CBS (Canadian Breakfast Stout),"Reviewed by muchloveforhops3 from Montana 4.35 /5 rDev -6.3% look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 |  overall: 4.5 From a 4-pack picked up at Big Head's in Missoula, MT 12oz bottle poured into a Lolo Peak Belgian-style tulip O although it wasn't quite as notable as when I first tried it back in Dec 2017, this round was still excellent imo; full review to come Review date: 03.13.24 Bottle date: not captured Jan 04, 2025 Report",4.35
CBS (Canadian Breakfast Stout),"Reviewed by Austin_Schoeninger1 from Michigan 4.8 /5 rDev +3.4% look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.25 |  overall: 4.75 I love reading these beer snob reviews about other beers describing their subtle nuances between comparable beers only to realize CBS is a cheat code. This beer is 1 of 1. People of who have never loved beer love this beer. If you get the opportunity to buy this beer, pay full price. Please force Founders to make this beer again, thank you! Dec 14, 2024 Report",
CBS (Canadian Breakfast Stout),"Reviewed by andrewjraab from Michigan 4.74 /5 rDev +2.2% look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.5 |  overall: 4.75 Pours a pitch black - motor oil and shiny, huge pillow of caramel head that leaves a sudsy pancake batter on the side of the glass.  Nice stick and retention throughout. Coffee, Caramel, Toffee, bourbon, chocolate all prominent on the nose - very inviting and is a segway for what is to come.  Layers of flavor - chocolate, coffee, bread dough, some boozey notes, warms your soul. World class beer that should be a nice sipper that is hard to sip because it is so damn tasty. Sep 12, 2024 Report",4.74
CBS (Canadian Breakfast Stout),"Reviewed by BubbleBobble from New York 4.49 /5 rDev -3.2% look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 |  overall: 4.5 2017 Vintage. Pours near black with a robust 2"" head that settles to a solid cocoa cap, thin streaks of lacing. Nose is coffee grounds, cocoa, baking chocolate, roasted barley and malt; very light barrel and maple at this point. As it warms, a little more maple character, along with some light soy. Taste remains well balanced even after 6+ years - maple sweetness, malt/roast, tannic barrel; cola-like citrus sweetness. Remarkable how well this has held up. Feel is light for the ABV and compared to other adjunct stouts. Having had so many imitators, was expecting the original to pale in comparison; instead, it not only held up, but surpassed the competition. Mar 21, 2024 Report",4.49
CBS (Canadian Breakfast Stout),"Rated by moysauce from Illinois 4.58 /5 rDev -1.3% look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 |  overall: 4.5 2018 vintage, review from my untappd Mar 06, 2024 Report",4.58
CBS (Canadian Breakfast Stout),"Reviewed by defunksta from Wisconsin 4.23 /5 rDev -8.8% look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 |  overall: 4.25 Appearance: Pours a completely dark color with a massive dark tan head that pillows and lingers. (4.25) Aroma: Strong aromas of cocoa, coffee, bittersweet notes upfront. Balanced and complex. (4.25) Flavor: Strong flavors of cocoa and chocolate upfront that balance with coffee. Then a sweet and rich chocolate, bourbon, and maple flavor follow. Sweet with a mild coffee roast off the finish. (4.25) Feel: Heavier-bodied, strong carbonation. Mild roast. Smooth, heavy, but balanced and not too sweet. (4.00) Overall: First try at this World-Class rated Stout. Founders doesn't make bad ones so have high expectations. The pour is beautiful. Aromas are spot on. Chocolate, coffee, yet with a complexity you can't describe. Backs it up on the flavor with the addition of some maple, honey, and bourbon sweetness. Still complex with a balanced finish. Not sure why they held this one back and why it's not easy to find, but this could easily be an annual release. I've learned to try every stout from Founders without question. (Rating: 4.23) Feb 23, 2024 Report",4.23
CBS (Canadian Breakfast Stout),"Reviewed by NickSMpls from Washington 4.62 /5 rDev -0.4% look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.75 |  overall: 4.75 Deep, rich pour.  Nose is maple and bourbon, chocolate.  First sip brings up the coffee and bourbon, dark chocolate follows close  behind.  Long finish.  It's beer heaven. Feb 14, 2024 Report",4.62
CBS (Canadian Breakfast Stout),"Reviewed by tt100 from Ohio 4.64 /5 rDev 0% look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 |  overall: 4.75 I always find it hard to believe they can make this taste aged when it's freshly bottled.  Years ago the maple would be strong unless you waited on it.  The last few years the maple is perfectly blended.  Magical... Feb 07, 2024 Report",4.64
CBS (Canadian Breakfast Stout),"Reviewed by Cdriver0414 from Kentucky 5 /5 rDev +7.8% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 I don't know what to say about this vmbeer that isn't already known. Founders makes some amazing stouts and this is one of their best. I cannot recommend it enough. Feb 06, 2024 Report",
CBS (Canadian Breakfast Stout),"Reviewed by PaulMayer from Illinois 4.88 /5 rDev +5.2% look: 4.75 | smell: 4.75 | taste: 5 | feel: 5 |  overall: 4.75 This is sublime. I lack the experience or vocabulary to call myself a connoisseur or expert rater of beers, but at the moment I’m drinking this, it could be the most delicious beer I’ve ever had, even better than the Belgian quads I love so much. And when you get right down to it, any beer — or any food, any experience — that is this transcendentally satisfying deserves to be thought of as one of the best. Jan 28, 2024 Report",4.88
CBS (Canadian Breakfast Stout),"Reviewed by highdesertdrinker from Arizona 4.5 /5 rDev -3% look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 |  overall: 4.5 Pours a deep brown with ample tan head. It smell like chocolate, dark malts, maple. The taste is chocolate, maple, a little coffee, some wood, barrel, a little dry with some hops. One of my favorite beers and certainly stouts and it is a smooth beverage that is dangerous drinkable, cheers! Jan 06, 2024 Report",
CBS (Canadian Breakfast Stout),"Reviewed by LeRose from Massachusetts 4.67 /5 rDev +0.6% look: 4.5 | smell: 4.25 | taste: 5 | feel: 4.75 |  overall: 4.5 This is a 2018 vintage bottle. Pours opaque dark brown to black but with red and amber highlights on the edges when held up to light. Hefty khaki head that persists, falls to a modest cap, but foam coats the glass beautifully. The aroma is great, but maybe subdued by age. Coffee and sweet chocolate, bourbon barrel and vanilla, base stout and very faint maple as if warms up. Taste - coffee, chocolate on the sweeter side, just a touch of bourbon, some vanilla and the maple shows up late but blends jn smoothly. All on top of roasty base grains and the OG stout. Superb, smoothly integrated. Feel is thick but not syrupy or sticky. It's not highly carbonated. Luxurious and smooth. Tremendous beer - not much more thst one can say about it. Jan 01, 2024 Report",4.67
CBS (Canadian Breakfast Stout),"Rated by FRANKHAZE from Florida 4.13 /5 rDev -11% look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 |  overall: 4 Bottled 10/17/23 - Nicely balanced, just enough sweetness and coffee.. good stuff Dec 06, 2023 Report",4.13
CBS (Canadian Breakfast Stout),"Reviewed by Mindcrime1000 from South Dakota 4.64 /5 rDev 0% look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.75 |  overall: 4.75 A 2018 Release bottled on 10.16.18 opened two days before its fifth birthday. Pours very dark brown, verging on black, and nearly opaque.  More head than anticipated at this age.  Dark tan head that dissipates fairly quickly.  Thin but persistent lacing and legs. Initially strong aromas of chocolate and coffee, but as the brew warms, maple, bourbon, vanilla, dark fruit, leather, and tobacco all gradually manifest.   Additional warming yields anise. Five years of aging have rounded off all of the edges of this brew in a very good way.  Chocolate, coffee, maple syrup, bourbon, vanilla, white pepper, oak, cherries, and anise are all separately discerned, but smoothly melded.  One of the smoothest barrel aged brews I've ever had. Nearly-chewy big-beer body, but not sticky in any way.  The ABV is only noticed as warmth and a tingle on the tip of the tongue. Definitely an all-time great, and a poster-child for the benefits of aging. Oct 14, 2023 Report",4.64
CBS (Canadian Breakfast Stout),"Reviewed by Lobina from Arizona 4.49 /5 rDev -3.2% look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 |  overall: 4.5 Had the pleasure of sharing a 2018 bomber with my son. Poured nice and dark.  Aromatic to the core with all the  notes mentioned herein. Was a tad worried it was aged 5 years but it was the perfect age for us. Aug 20, 2023 Report",4.49
CBS (Canadian Breakfast Stout),"Reviewed by journey-of-beer 4.63 /5 rDev -0.2% look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 |  overall: 4.5 Bottled on 9/25/19, consumed on 6/27/23.  Served and consumed starting at 45 F and warming to close to room temperature. Look: Deep, dark brown, almost (but not quite) black.  Thin chocolate colored head, but more than I expected for a four year old bottle. Smell: Maple and chocolate and immediately obvious, with noticeable bourbon as well.  Little to no coffee. Taste: The strong maple sweetness and the bourbon are noticeable first.  Some chocolate is there, but very little coffee except for some bitterness in the aftertaste.  The lack of an overwhelming coffee taste works well here, as it lets the maple and bourbon shine but provides just enough bitterness to offset the maple sweetness. Feel: Silky and smooth with a moderate bite on the back end.  The 11.3% ABV is more noticeable in the feel that the taste.  Warmth and a mild sting from the alcohol are both present, but not in overwhelming amounts. Overall: this is a world-class beer for good reasons.  This is my very last bottle, so unless Founders re-releases it in the future I'll just say CBS will forever be one of the absolute best barrel aged stouts I have ever had the pleasure of sampling. Jun 27, 2023 Report",4.63
CBS (Canadian Breakfast Stout),"Reviewed by NorsemanOne from Utah 4.62 /5 rDev -0.4% look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 5 |  overall: 4.75 Bottled 9.25.19 Poured at about 40° into a tulip glass Pours a deep coffee brown with a surprising one finger+ mocha colored head. Thin almost sheet like lacing and visible rising carbo. Impressive for this older brew. 4.75 Met with maple as soon as I opened the cap, and it's still the dominant note, though there is some very slight bourbon. 4.5 Big maple and chocolate, just a minor hint of coffee. Touch of char and barrel, maybe slight leather. 4.5 Body is wicked smooth with zero sign of how big and burly this beer is. Slight warming blossom as it went down. 11.3% is non-existent- even halfway through the bottle. Dangerous! 5 Overall a world class stout as it says it is that doesn't need my words, but happily leave them anyway as it was a delight of an experience. Haven't enjoyed this fresh, but 4-year mark is truly excellent. 4.75 May 24, 2023 Report",4.62
CBS (Canadian Breakfast Stout),"Reviewed by BitteNochEinWeissbier from Pennsylvania 4.27 /5 rDev -8% look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 |  overall: 4.25 12 oz bottle Bottled On Date: 10.01.2019 Consumed on: 14 Mar, 2023 Glass: Snifter ABV: 11.3% Serving Temp: room temp Look: Opaque black with a 2+ finger creamy light brown head.  The head slowly dissipates to a thick ring and thin cover. Lacing is excellent. Smell: A fairly sweet nose.  Semi-sweet chocolate.  Some brown sugar and maple syrup.  Light notes of vanilla.  Faint ones of coffee.  A touch of bourbon. Taste: Follows the nose but with the maple and the sweetness much more pronounced.  And the bourbon notes.  The coffee cannot be noticed until fairly late in the sip.  The alcohol is noticeable and provides a bit of a sting at the end along with warmth. Feel: Smooth, silky and mouth-coating.  Very noticeable warmth and a sting from the alcohol.  The body is medium-full. Overall: A very nice Imperial Stout.  Complex.  This brew is definitely sweet, which makes it a dessert beer for me. Just to note - this beer is 2.5 years old.  That must have had an effect. Mar 14, 2023 Report",4.27
CBS (Canadian Breakfast Stout),"Reviewed by MadMadMike from France 4.33 /5 rDev -6.7% look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 |  overall: 4.5 2019 bomber, poured at 53° into a Founders Brewing sniffer. Age said no head, so this pours flat black with just a whisper of beige foam that ghosted out fast. Awesome room-filling aroma of fresh pulled espresso, a chocolatiers best offering in his shop, quite light bourbon too. Bold flavor - but god awful sweet - tastes of dark chocolate covered coffee beans, vanilla, maple syrup, a bit of mild tobacco. Finishes short with barrel and maple leaf candy left on the palate. Burp of coffee. Sticky lip. Thick. Really thick. Almost no carbonation at all. Overall, this fine elixir would’ve been better served two years ago, rather than letting it sit this long. A beattiful effort nonetheless.,. Mar 09, 2023 Report",4.33
CBS (Canadian Breakfast Stout),"Reviewed by Roy_Hobbs from Connecticut 4.24 /5 rDev -8.6% look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.75 |  overall: 4.25 Finally enjoying this after many years of it sitting in my beer fridge. Nice looking beer...very dark with a finger of mocha colored head that receded to a thin cap and slightly thicker ring.  Maple comes through on the nose and the tongue.  Wonderfully full chewy feel.  Good beer. Sep 16, 2022 Report",4.24
CBS (Canadian Breakfast Stout),"Reviewed by stcules from Italy 4.3 /5 rDev -7.3% look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 |  overall: 4.75 2018 Vintage. Black, with as light brown foam. In the smell coffee, toasted notes, maple syrup, vanilla. Very smooth taste, again maple syrup, sweet caramel. And a lot of vanilla. Relatively easy to drinf for its 11+ ABV. Good. Jul 24, 2022 Report",
CBS (Canadian Breakfast Stout),"Reviewed by erosier from Connecticut 4.74 /5 rDev +2.2% look: 4.5 | smell: 4.75 | taste: 4.75 | feel: 4.75 |  overall: 4.75 2018 Vintage pours a thick black color with a medium bodied tan colored head that laces a bit on the way down. Smells of deep roasted malts, big chocolate, coffee, maple aromas with a hint of bourbon at the end of it. Tastes of chocolate, coffee, maple, bourbon but balanced very well. Rich feeling, thick, you can feel the heft on this one but it's really well done. Overall this is an excellent beer, I hope they bring this back into rotation. May 09, 2022 Report",4.74
CBS (Canadian Breakfast Stout),"Reviewed by Emichaelbray from Pennsylvania 4.3 /5 rDev -7.3% look: 4 | smell: 4.5 | taste: 4.25 | feel: 4.25 |  overall: 4.25 Picked this up as a single. Did they stop brewing this one? They wanted $8.xx for a bottle! L: probably should be higher but I don’t see it fundamental difference between this and something 25% of the price. S: the best part. Very complex and interesting. The maple syrup and cocoa are strong but, to my nose, there’s a wonderful rye whiskey spice here. T: follows the nose to an extent but not as good as I remember. Same stuff happening but kinda stunted. F: oh yeah, no doubt this is barrel-aged. Filling, low carbonation, boozy almost chewy. O: the 100 rating is insane. I have had far superior beers for less. Apr 24, 2022 Report",
CBS (Canadian Breakfast Stout),"Reviewed by tradershmulie from Connecticut 5 /5 rDev +7.8% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 Perfect. Pitch black with nice head. Delicious smell of chocolate. Smooth with a hint of sweetness. Somehow never crosses the line into ""too sweet."" Excellent. Update on 5/30/22: Was able to get a bottle from 10/9/19. Still absolutely delicious. Sweet, but nicely so. Not overwhelming, or cloying. Mar 12, 2022 Report",
CBS (Canadian Breakfast Stout),"Reviewed by pdalton36 from Maryland 4.77 /5 rDev +2.8% look: 5 | smell: 4.75 | taste: 4.75 | feel: 4.75 |  overall: 4.75 Nectar of the gods. The overtones of chocolate, coffee and a hint of maple,  with a light bourbon finish make it the best stout I have ever had the pleasure of tasting. Can't believe Founders stopped brewing it. Feb 20, 2022 Report",4.77
CBS (Canadian Breakfast Stout),"Reviewed by mpruden from Ohio 4.85 /5 rDev +4.5% look: 5 | smell: 5 | taste: 4.75 | feel: 5 |  overall: 4.75 Poured aggressively into a stout glass after a marathon training run on a cold but sunny day.  Color is dark brown, nearly black, 1” brown head with fair retention, some lacing. Nose:  Immediate fragrance of maple syrup, bourbon, and dark roast, some chocolate, considerable sweetness. Mouthfeel: Full-bodied, plenty thick. Attack: Complex combination of roasted malt, coffee, chocolate, bourbon, and maple syrup.  There’s a lot going on in this fine brew. Finish: Some hops but very well balanced.  Lingering taste of alcohol. Overall: This was a near perfect marathon training recovery drink! Feb 05, 2022 Report",4.85
CBS (Canadian Breakfast Stout),"Reviewed by JasonMarquez 5 /5 rDev +7.8% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 I love how well balanced it is, with loads of robust chocolate and coffee, just the right amount of alcohol and sweetness. Nice full and creamy mouthfeel. Jan 24, 2022 Report",
Julius,"Reviewed by Gmann from New York 4.46 /5 rDev -3.9% look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.5 |  overall: 4.5 Pours a very hazy golden orange color with a pillowy rocky white head.  Good retention with plenty of lacing on the glass. The aroma is sweet with peach, mango and melon.  Some floral hops notes as well. Big melon and mango flavor.  A little bit of peach and ripe orange.  Light grassy offset. Well bodied brew.  Sweet on the palate but not overly so.  Fizzy carbonation helps break up the body.  Slightly sticky in the finish. Probably the most melon forward IPA that I have tried.  Tastes like cantaloupe. Jul 05, 2025 Report",4.46
Julius,"Reviewed by Ushouldbeworkinh from England 4.5 /5 rDev -3% look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 |  overall: 4.5 Dense orange haze, plenty of head with plenty of lacing. So happy the lacing is almost yellow in colour. Smell is citrus, touch of tropical  and stone fruit, and finish of pine. Taste is the same, with a touch of sweetness on the end, mo bitterness. Feel is smooth creamy, without being heavy. Proper good stuff. Very similar to king Julius imo May 21, 2025 Report",
Julius,"Rated by Grimman from New Jersey 4.45 /5 rDev -4.1% look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.75 |  overall: 4.5 Amazing beer. Have had multiple times and thought it was overrated. Had it straight from the utter at the Tewksbury brewery… world class Apr 20, 2025 Report",4.45
Julius,"Rated by lizlovesbeereightpercent 5 /5 rDev +7.8% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 THIS SHIT CHANGED MY LIFE Apr 06, 2025 Report",
Julius,"Reviewed by AccipiterofBeer from New York 4.5 /5 rDev -3% look: 3.75 | smell: 3.75 | taste: 5 | feel: 4.75 |  overall: 4.5 Okay, I get the hype. I was only able to get a quick sample from a friend as I almost never see this around.  The appearance and nose come across to me as average for the style.  But yeah that taste is phenomenal. Five out of five. And the mouthfeel is just magical for an IPA. This deserve all the praise that is gets and then some. Mar 26, 2025 Report",
Julius,"Reviewed by Porter1312 from Massachusetts 4.43 /5 rDev -4.5% look: 3 | smell: 4.25 | taste: 4.5 | feel: 4.75 |  overall: 4.75 Julius pours a dark yellow haze with a rocky ivory head and nice lacing. I poured from a can into a tulip glass. The nose is juicy orange, and floral turpines that fade into a pine scent. On the pallette, Julius is a big bomb of tropical citus juices like mango, passion fruit, pineapple, and ripe orange that progresses to a dry, crisp grassy-hoppy finish. Incredibly easy drinker. The mouthfeel is a light-medium body with moderate carbonation that starts juicy and finishes dry and crisp. This is a fantastic flagship IPA. Cheers! Feb 01, 2025 Report",4.43
Julius,"Reviewed by harrypowers from Massachusetts 4.37 /5 rDev -5.8% look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 |  overall: 4.25 Pours a hazy orange color with a long lived1F head and moderate lacing. Smells of grassy and floral hops with slightly dank citrus and sweet fruit. Tastes of orange, lemon, tart grapefruit, pineapple and mango with a lightly salty bitter finish. Medium light body with light carbonation.  Crisp dry mouthfeel. This is a delicious brew with well balanced juicy and bitter tart bits. Jan 01, 2025 Report",4.37
Julius,"Reviewed by Victory_Sabre1973 from Minnesota 4.49 /5 rDev -3.2% look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.25 |  overall: 4.5 From a 16oz can dated 08/30/2024 - KA IS A WHEEL This beer look like I'm pouring a very thick pulpy glass of pineapple juice. The haze and murk are extremly strong in this beer. Very thick looking when pouring this beer. There's a thick 3 1/2 finger white head. Very soft, fluffy and cloud like looking. Great head retention and some beautiful looking sticky lacing on the glass. Aroma is tropical as expected. Very good citrus aroma. Notes of pineapple, grapefruit, and mango come to my nose. Taste - This is a pineapple bomb. Just a ton of it up front. There's a hint of the mango in the middle. The backside is the grapefruit. The citrus flavors all provide a pleasing bitterness with a faint sweetness from the mango. The body is pretty good. I was expecting it to be a bit more sticky. It is soft and juicy. Very full bodied. This beer is worth the hype. It is a top notch beer. Oct 05, 2024 Report",4.49
Julius,"Reviewed by Apellonious from North Carolina 4.43 /5 rDev -4.5% look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 |  overall: 4.5 16 oz can, 8/30/24, poured into a Spiegleu IPA glass, a dense fluffy orange with a three finger head that retains for quite a bit. Citrus, citrus, and then some citrus on the nose.   Mainly orange and maybe tangerine?  The taste is right in line with light grain and malt for balance.  The mouthfeel is outstanding. Soft feel and medium light amount of carbonation.  This is one of the best NEIPAs I have had. Sep 29, 2024 Report",4.43
Julius,"Reviewed by andrewjraab from Michigan 4.41 /5 rDev -5% look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.75 |  overall: 4.5 A  - Pours a cloudy and milky orange with a huge  puff of off white head with cling after each sip. S - Big floral and fruity notes - extremely appealing on the nose. T/F - Extremely quaffable with a punch of hops on the front and close - so smooth with juicy fruit and tropical fruit notes that are pure liquid gold. O - What a beatifully crafted brew - truly world class.  Enjoyed on our trip to Acadia and will try to make this a reason to come back to Boston and load up the suit case. Aug 22, 2024 Report",4.41
Julius,"Reviewed by cumbaby from Florida 4.73 /5 rDev +1.9% look: 5 | smell: 5 | taste: 4.5 | feel: 4.75 |  overall: 4.75 Amazing beer HOWEVER, it was not as amazing or lifechanging in the sense that a thought it would be. Make sure you have the beer with realistic expectations (however their single-shot stouts did have that feeling to me.) Still, a phenomenal and well-balanced brew! Aug 17, 2024 Report",4.73
Julius,"Rated by LRFSC 5 /5 rDev +7.8% look: 5 | smell: 5 | taste: 5 | feel: 5 |  overall: 5 Just a phenom of a beer and a brewery. Lucious, tropical with hops saturate every delicious drink. World class! Aug 14, 2024 Report",
